REF_DATE,GEO,VALUE
1981-01-01,Canada,38.2
1981-01-01,Canada,36.1
1981-01-01,Canada,40.6
1981-01-01,Atlantic Region,0
1981-01-01,Atlantic Region,0
1981-01-01,Atlantic Region,0
1981-01-01,Newfoundland and Labrador,0
1981-01-01,Newfoundland and Labrador,0
1981-01-01,Newfoundland and Labrador,0
1981-01-01,"St. John's, Newfoundland and Labrador",36.1
1981-01-01,"St. John's, Newfoundland and Labrador",37.5
1981-01-01,"St. John's, Newfoundland and Labrador",31.4
1981-01-01,Prince Edward Island,0
1981-01-01,Prince Edward Island,0
1981-01-01,Prince Edward Island,0
1981-01-01,"Charlottetown, Prince Edward Island",0
1981-01-01,"Charlottetown, Prince Edward Island",0
1981-01-01,"Charlottetown, Prince Edward Island",0
1981-01-01,Nova Scotia,0
1981-01-01,Nova Scotia,0
1981-01-01,Nova Scotia,0
1981-01-01,"Halifax, Nova Scotia",0
1981-01-01,"Halifax, Nova Scotia",0
1981-01-01,"Halifax, Nova Scotia",32.5
1981-01-01,New Brunswick,0
1981-01-01,New Brunswick,0
1981-01-01,New Brunswick,0
1981-01-01,"Saint John, Fredericton, and Moncton, New Brunswick",55.9
1981-01-01,"Saint John, Fredericton, and Moncton, New Brunswick",61.4
1981-01-01,"Saint John, Fredericton, and Moncton, New Brunswick",38
1981-01-01,Quebec,0
1981-01-01,Quebec,0
1981-01-01,Quebec,0
1981-01-01,"Québec, Quebec",30.1
1981-01-01,"Québec, Quebec",34.9
1981-01-01,"Québec, Quebec",19.8
1981-01-01,"Sherbrooke, Quebec",0
1981-01-01,"Sherbrooke, Quebec",0
1981-01-01,"Sherbrooke, Quebec",0
1981-01-01,"Trois-Rivières, Quebec",0
1981-01-01,"Trois-Rivières, Quebec",0
1981-01-01,"Trois-Rivières, Quebec",0
1981-01-01,"Montréal, Quebec",28.5
1981-01-01,"Montréal, Quebec",30
1981-01-01,"Montréal, Quebec",20.3
1981-01-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-01-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-01-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-01-01,Ontario,0
1981-01-01,Ontario,0
1981-01-01,Ontario,0
1981-01-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",32.6
1981-01-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",30.8
1981-01-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",39.9
1981-01-01,"Oshawa, Ontario",0
1981-01-01,"Oshawa, Ontario",0
1981-01-01,"Oshawa, Ontario",0
1981-01-01,"Toronto, Ontario",28
1981-01-01,"Toronto, Ontario",22.6
1981-01-01,"Toronto, Ontario",39.1
1981-01-01,"Hamilton, Ontario",30.3
1981-01-01,"Hamilton, Ontario",24.8
1981-01-01,"Hamilton, Ontario",46
1981-01-01,"St. Catharines-Niagara, Ontario",30.6
1981-01-01,"St. Catharines-Niagara, Ontario",28.3
1981-01-01,"St. Catharines-Niagara, Ontario",35.6
1981-01-01,"Kitchener-Cambridge-Waterloo, Ontario",34
1981-01-01,"Kitchener-Cambridge-Waterloo, Ontario",30.4
1981-01-01,"Kitchener-Cambridge-Waterloo, Ontario",43.4
1981-01-01,"Guelph, Ontario",0
1981-01-01,"Guelph, Ontario",0
1981-01-01,"Guelph, Ontario",0
1981-01-01,"London, Ontario",31.8
1981-01-01,"London, Ontario",27
1981-01-01,"London, Ontario",51
1981-01-01,"Windsor, Ontario",61.2
1981-01-01,"Windsor, Ontario",64.9
1981-01-01,"Windsor, Ontario",47.5
1981-01-01,"Greater Sudbury, Ontario",54.7
1981-01-01,"Greater Sudbury, Ontario",54.6
1981-01-01,"Greater Sudbury, Ontario",51.4
1981-01-01,Prairie Region,0
1981-01-01,Prairie Region,0
1981-01-01,Prairie Region,0
1981-01-01,Manitoba,0
1981-01-01,Manitoba,0
1981-01-01,Manitoba,0
1981-01-01,"Winnipeg, Manitoba",26.6
1981-01-01,"Winnipeg, Manitoba",29.3
1981-01-01,"Winnipeg, Manitoba",18.7
1981-01-01,Saskatchewan,0
1981-01-01,Saskatchewan,0
1981-01-01,Saskatchewan,0
1981-01-01,"Regina, Saskatchewan",19.8
1981-01-01,"Regina, Saskatchewan",20.7
1981-01-01,"Regina, Saskatchewan",16.7
1981-01-01,"Saskatoon, Saskatchewan",33
1981-01-01,"Saskatoon, Saskatchewan",35.8
1981-01-01,"Saskatoon, Saskatchewan",26
1981-01-01,Alberta,0
1981-01-01,Alberta,0
1981-01-01,Alberta,0
1981-01-01,"Calgary, Alberta",25.3
1981-01-01,"Calgary, Alberta",27.8
1981-01-01,"Calgary, Alberta",19.4
1981-01-01,"Edmonton, Alberta",35.8
1981-01-01,"Edmonton, Alberta",36.5
1981-01-01,"Edmonton, Alberta",32.7
1981-01-01,British Columbia,0
1981-01-01,British Columbia,0
1981-01-01,British Columbia,0
1981-01-01,"Kelowna, British Columbia",0
1981-01-01,"Kelowna, British Columbia",0
1981-01-01,"Kelowna, British Columbia",0
1981-01-01,"Vancouver, British Columbia",90.5
1981-01-01,"Vancouver, British Columbia",96.1
1981-01-01,"Vancouver, British Columbia",83.5
1981-01-01,"Victoria, British Columbia",128.7
1981-01-01,"Victoria, British Columbia",206.8
1981-01-01,"Victoria, British Columbia",50.5
1981-02-01,Canada,38.7
1981-02-01,Canada,36.5
1981-02-01,Canada,41
1981-02-01,Atlantic Region,0
1981-02-01,Atlantic Region,0
1981-02-01,Atlantic Region,0
1981-02-01,Newfoundland and Labrador,0
1981-02-01,Newfoundland and Labrador,0
1981-02-01,Newfoundland and Labrador,0
1981-02-01,"St. John's, Newfoundland and Labrador",36.2
1981-02-01,"St. John's, Newfoundland and Labrador",37.5
1981-02-01,"St. John's, Newfoundland and Labrador",31.8
1981-02-01,Prince Edward Island,0
1981-02-01,Prince Edward Island,0
1981-02-01,Prince Edward Island,0
1981-02-01,"Charlottetown, Prince Edward Island",0
1981-02-01,"Charlottetown, Prince Edward Island",0
1981-02-01,"Charlottetown, Prince Edward Island",0
1981-02-01,Nova Scotia,0
1981-02-01,Nova Scotia,0
1981-02-01,Nova Scotia,0
1981-02-01,"Halifax, Nova Scotia",0
1981-02-01,"Halifax, Nova Scotia",0
1981-02-01,"Halifax, Nova Scotia",32.5
1981-02-01,New Brunswick,0
1981-02-01,New Brunswick,0
1981-02-01,New Brunswick,0
1981-02-01,"Saint John, Fredericton, and Moncton, New Brunswick",56.2
1981-02-01,"Saint John, Fredericton, and Moncton, New Brunswick",62.1
1981-02-01,"Saint John, Fredericton, and Moncton, New Brunswick",38
1981-02-01,Quebec,0
1981-02-01,Quebec,0
1981-02-01,Quebec,0
1981-02-01,"Québec, Quebec",30.6
1981-02-01,"Québec, Quebec",35.4
1981-02-01,"Québec, Quebec",20.3
1981-02-01,"Sherbrooke, Quebec",0
1981-02-01,"Sherbrooke, Quebec",0
1981-02-01,"Sherbrooke, Quebec",0
1981-02-01,"Trois-Rivières, Quebec",0
1981-02-01,"Trois-Rivières, Quebec",0
1981-02-01,"Trois-Rivières, Quebec",0
1981-02-01,"Montréal, Quebec",28.8
1981-02-01,"Montréal, Quebec",30.2
1981-02-01,"Montréal, Quebec",20.7
1981-02-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-02-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-02-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-02-01,Ontario,0
1981-02-01,Ontario,0
1981-02-01,Ontario,0
1981-02-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",32.6
1981-02-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",30.8
1981-02-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",39.9
1981-02-01,"Oshawa, Ontario",0
1981-02-01,"Oshawa, Ontario",0
1981-02-01,"Oshawa, Ontario",0
1981-02-01,"Toronto, Ontario",28.5
1981-02-01,"Toronto, Ontario",23.2
1981-02-01,"Toronto, Ontario",39.3
1981-02-01,"Hamilton, Ontario",30.4
1981-02-01,"Hamilton, Ontario",24.9
1981-02-01,"Hamilton, Ontario",46
1981-02-01,"St. Catharines-Niagara, Ontario",30.8
1981-02-01,"St. Catharines-Niagara, Ontario",28.6
1981-02-01,"St. Catharines-Niagara, Ontario",35.6
1981-02-01,"Kitchener-Cambridge-Waterloo, Ontario",34.1
1981-02-01,"Kitchener-Cambridge-Waterloo, Ontario",30.5
1981-02-01,"Kitchener-Cambridge-Waterloo, Ontario",43.5
1981-02-01,"Guelph, Ontario",0
1981-02-01,"Guelph, Ontario",0
1981-02-01,"Guelph, Ontario",0
1981-02-01,"London, Ontario",32.3
1981-02-01,"London, Ontario",27.5
1981-02-01,"London, Ontario",51.4
1981-02-01,"Windsor, Ontario",61.2
1981-02-01,"Windsor, Ontario",64.9
1981-02-01,"Windsor, Ontario",47.5
1981-02-01,"Greater Sudbury, Ontario",55.4
1981-02-01,"Greater Sudbury, Ontario",55.6
1981-02-01,"Greater Sudbury, Ontario",52.1
1981-02-01,Prairie Region,0
1981-02-01,Prairie Region,0
1981-02-01,Prairie Region,0
1981-02-01,Manitoba,0
1981-02-01,Manitoba,0
1981-02-01,Manitoba,0
1981-02-01,"Winnipeg, Manitoba",26.9
1981-02-01,"Winnipeg, Manitoba",29.7
1981-02-01,"Winnipeg, Manitoba",18.7
1981-02-01,Saskatchewan,0
1981-02-01,Saskatchewan,0
1981-02-01,Saskatchewan,0
1981-02-01,"Regina, Saskatchewan",20.2
1981-02-01,"Regina, Saskatchewan",21.2
1981-02-01,"Regina, Saskatchewan",17.1
1981-02-01,"Saskatoon, Saskatchewan",33
1981-02-01,"Saskatoon, Saskatchewan",35.8
1981-02-01,"Saskatoon, Saskatchewan",26
1981-02-01,Alberta,0
1981-02-01,Alberta,0
1981-02-01,Alberta,0
1981-02-01,"Calgary, Alberta",25.5
1981-02-01,"Calgary, Alberta",28.1
1981-02-01,"Calgary, Alberta",19.6
1981-02-01,"Edmonton, Alberta",36.1
1981-02-01,"Edmonton, Alberta",36.8
1981-02-01,"Edmonton, Alberta",32.9
1981-02-01,British Columbia,0
1981-02-01,British Columbia,0
1981-02-01,British Columbia,0
1981-02-01,"Kelowna, British Columbia",0
1981-02-01,"Kelowna, British Columbia",0
1981-02-01,"Kelowna, British Columbia",0
1981-02-01,"Vancouver, British Columbia",92.2
1981-02-01,"Vancouver, British Columbia",97.5
1981-02-01,"Vancouver, British Columbia",85.3
1981-02-01,"Victoria, British Columbia",130.1
1981-02-01,"Victoria, British Columbia",209.1
1981-02-01,"Victoria, British Columbia",50.9
1981-03-01,Canada,39.3
1981-03-01,Canada,37.3
1981-03-01,Canada,41.1
1981-03-01,Atlantic Region,0
1981-03-01,Atlantic Region,0
1981-03-01,Atlantic Region,0
1981-03-01,Newfoundland and Labrador,0
1981-03-01,Newfoundland and Labrador,0
1981-03-01,Newfoundland and Labrador,0
1981-03-01,"St. John's, Newfoundland and Labrador",36.2
1981-03-01,"St. John's, Newfoundland and Labrador",37.5
1981-03-01,"St. John's, Newfoundland and Labrador",31.8
1981-03-01,Prince Edward Island,0
1981-03-01,Prince Edward Island,0
1981-03-01,Prince Edward Island,0
1981-03-01,"Charlottetown, Prince Edward Island",0
1981-03-01,"Charlottetown, Prince Edward Island",0
1981-03-01,"Charlottetown, Prince Edward Island",0
1981-03-01,Nova Scotia,0
1981-03-01,Nova Scotia,0
1981-03-01,Nova Scotia,0
1981-03-01,"Halifax, Nova Scotia",0
1981-03-01,"Halifax, Nova Scotia",0
1981-03-01,"Halifax, Nova Scotia",32.5
1981-03-01,New Brunswick,0
1981-03-01,New Brunswick,0
1981-03-01,New Brunswick,0
1981-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",56.2
1981-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",62.1
1981-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",38
1981-03-01,Quebec,0
1981-03-01,Quebec,0
1981-03-01,Quebec,0
1981-03-01,"Québec, Quebec",30.6
1981-03-01,"Québec, Quebec",35.4
1981-03-01,"Québec, Quebec",20.6
1981-03-01,"Sherbrooke, Quebec",0
1981-03-01,"Sherbrooke, Quebec",0
1981-03-01,"Sherbrooke, Quebec",0
1981-03-01,"Trois-Rivières, Quebec",0
1981-03-01,"Trois-Rivières, Quebec",0
1981-03-01,"Trois-Rivières, Quebec",0
1981-03-01,"Montréal, Quebec",29
1981-03-01,"Montréal, Quebec",30.5
1981-03-01,"Montréal, Quebec",21
1981-03-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-03-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-03-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-03-01,Ontario,0
1981-03-01,Ontario,0
1981-03-01,Ontario,0
1981-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",33.6
1981-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",31.9
1981-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",40.6
1981-03-01,"Oshawa, Ontario",0
1981-03-01,"Oshawa, Ontario",0
1981-03-01,"Oshawa, Ontario",0
1981-03-01,"Toronto, Ontario",29.8
1981-03-01,"Toronto, Ontario",24.8
1981-03-01,"Toronto, Ontario",39.5
1981-03-01,"Hamilton, Ontario",30.7
1981-03-01,"Hamilton, Ontario",25.3
1981-03-01,"Hamilton, Ontario",46
1981-03-01,"St. Catharines-Niagara, Ontario",30.8
1981-03-01,"St. Catharines-Niagara, Ontario",28.6
1981-03-01,"St. Catharines-Niagara, Ontario",35.6
1981-03-01,"Kitchener-Cambridge-Waterloo, Ontario",34.2
1981-03-01,"Kitchener-Cambridge-Waterloo, Ontario",30.7
1981-03-01,"Kitchener-Cambridge-Waterloo, Ontario",43.5
1981-03-01,"Guelph, Ontario",0
1981-03-01,"Guelph, Ontario",0
1981-03-01,"Guelph, Ontario",0
1981-03-01,"London, Ontario",32.8
1981-03-01,"London, Ontario",28.2
1981-03-01,"London, Ontario",51.4
1981-03-01,"Windsor, Ontario",60.7
1981-03-01,"Windsor, Ontario",64.1
1981-03-01,"Windsor, Ontario",47.5
1981-03-01,"Greater Sudbury, Ontario",55.4
1981-03-01,"Greater Sudbury, Ontario",55.6
1981-03-01,"Greater Sudbury, Ontario",52.1
1981-03-01,Prairie Region,0
1981-03-01,Prairie Region,0
1981-03-01,Prairie Region,0
1981-03-01,Manitoba,0
1981-03-01,Manitoba,0
1981-03-01,Manitoba,0
1981-03-01,"Winnipeg, Manitoba",27.3
1981-03-01,"Winnipeg, Manitoba",30.3
1981-03-01,"Winnipeg, Manitoba",18.7
1981-03-01,Saskatchewan,0
1981-03-01,Saskatchewan,0
1981-03-01,Saskatchewan,0
1981-03-01,"Regina, Saskatchewan",20.6
1981-03-01,"Regina, Saskatchewan",21.5
1981-03-01,"Regina, Saskatchewan",17.5
1981-03-01,"Saskatoon, Saskatchewan",33.4
1981-03-01,"Saskatoon, Saskatchewan",36.4
1981-03-01,"Saskatoon, Saskatchewan",26
1981-03-01,Alberta,0
1981-03-01,Alberta,0
1981-03-01,Alberta,0
1981-03-01,"Calgary, Alberta",25.8
1981-03-01,"Calgary, Alberta",28.6
1981-03-01,"Calgary, Alberta",19.6
1981-03-01,"Edmonton, Alberta",36.1
1981-03-01,"Edmonton, Alberta",36.8
1981-03-01,"Edmonton, Alberta",32.9
1981-03-01,British Columbia,0
1981-03-01,British Columbia,0
1981-03-01,British Columbia,0
1981-03-01,"Kelowna, British Columbia",0
1981-03-01,"Kelowna, British Columbia",0
1981-03-01,"Kelowna, British Columbia",0
1981-03-01,"Vancouver, British Columbia",92.2
1981-03-01,"Vancouver, British Columbia",97.5
1981-03-01,"Vancouver, British Columbia",85.3
1981-03-01,"Victoria, British Columbia",130.8
1981-03-01,"Victoria, British Columbia",210.6
1981-03-01,"Victoria, British Columbia",50.9
1981-04-01,Canada,39.9
1981-04-01,Canada,38.1
1981-04-01,Canada,41.2
1981-04-01,Atlantic Region,0
1981-04-01,Atlantic Region,0
1981-04-01,Atlantic Region,0
1981-04-01,Newfoundland and Labrador,0
1981-04-01,Newfoundland and Labrador,0
1981-04-01,Newfoundland and Labrador,0
1981-04-01,"St. John's, Newfoundland and Labrador",36.2
1981-04-01,"St. John's, Newfoundland and Labrador",37.5
1981-04-01,"St. John's, Newfoundland and Labrador",31.8
1981-04-01,Prince Edward Island,0
1981-04-01,Prince Edward Island,0
1981-04-01,Prince Edward Island,0
1981-04-01,"Charlottetown, Prince Edward Island",0
1981-04-01,"Charlottetown, Prince Edward Island",0
1981-04-01,"Charlottetown, Prince Edward Island",0
1981-04-01,Nova Scotia,0
1981-04-01,Nova Scotia,0
1981-04-01,Nova Scotia,0
1981-04-01,"Halifax, Nova Scotia",0
1981-04-01,"Halifax, Nova Scotia",0
1981-04-01,"Halifax, Nova Scotia",32.5
1981-04-01,New Brunswick,0
1981-04-01,New Brunswick,0
1981-04-01,New Brunswick,0
1981-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",56.2
1981-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",62.1
1981-04-01,"Saint John, Fredericton, and Moncton, New Brunswick",38
1981-04-01,Quebec,0
1981-04-01,Quebec,0
1981-04-01,Quebec,0
1981-04-01,"Québec, Quebec",31
1981-04-01,"Québec, Quebec",35.7
1981-04-01,"Québec, Quebec",20.9
1981-04-01,"Sherbrooke, Quebec",0
1981-04-01,"Sherbrooke, Quebec",0
1981-04-01,"Sherbrooke, Quebec",0
1981-04-01,"Trois-Rivières, Quebec",0
1981-04-01,"Trois-Rivières, Quebec",0
1981-04-01,"Trois-Rivières, Quebec",0
1981-04-01,"Montréal, Quebec",29.3
1981-04-01,"Montréal, Quebec",30.8
1981-04-01,"Montréal, Quebec",21
1981-04-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-04-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-04-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-04-01,Ontario,0
1981-04-01,Ontario,0
1981-04-01,Ontario,0
1981-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",33.7
1981-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",32
1981-04-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",40.6
1981-04-01,"Oshawa, Ontario",0
1981-04-01,"Oshawa, Ontario",0
1981-04-01,"Oshawa, Ontario",0
1981-04-01,"Toronto, Ontario",31.2
1981-04-01,"Toronto, Ontario",26.5
1981-04-01,"Toronto, Ontario",40
1981-04-01,"Hamilton, Ontario",31
1981-04-01,"Hamilton, Ontario",25.6
1981-04-01,"Hamilton, Ontario",46.3
1981-04-01,"St. Catharines-Niagara, Ontario",30.8
1981-04-01,"St. Catharines-Niagara, Ontario",28.6
1981-04-01,"St. Catharines-Niagara, Ontario",35.6
1981-04-01,"Kitchener-Cambridge-Waterloo, Ontario",34.6
1981-04-01,"Kitchener-Cambridge-Waterloo, Ontario",31.1
1981-04-01,"Kitchener-Cambridge-Waterloo, Ontario",43.5
1981-04-01,"Guelph, Ontario",0
1981-04-01,"Guelph, Ontario",0
1981-04-01,"Guelph, Ontario",0
1981-04-01,"London, Ontario",33.3
1981-04-01,"London, Ontario",28.6
1981-04-01,"London, Ontario",51.6
1981-04-01,"Windsor, Ontario",60.6
1981-04-01,"Windsor, Ontario",63.9
1981-04-01,"Windsor, Ontario",47.5
1981-04-01,"Greater Sudbury, Ontario",56.9
1981-04-01,"Greater Sudbury, Ontario",57
1981-04-01,"Greater Sudbury, Ontario",53.7
1981-04-01,Prairie Region,0
1981-04-01,Prairie Region,0
1981-04-01,Prairie Region,0
1981-04-01,Manitoba,0
1981-04-01,Manitoba,0
1981-04-01,Manitoba,0
1981-04-01,"Winnipeg, Manitoba",27.4
1981-04-01,"Winnipeg, Manitoba",30.5
1981-04-01,"Winnipeg, Manitoba",18.9
1981-04-01,Saskatchewan,0
1981-04-01,Saskatchewan,0
1981-04-01,Saskatchewan,0
1981-04-01,"Regina, Saskatchewan",21.3
1981-04-01,"Regina, Saskatchewan",22.4
1981-04-01,"Regina, Saskatchewan",17.8
1981-04-01,"Saskatoon, Saskatchewan",34.6
1981-04-01,"Saskatoon, Saskatchewan",37.3
1981-04-01,"Saskatoon, Saskatchewan",27.6
1981-04-01,Alberta,0
1981-04-01,Alberta,0
1981-04-01,Alberta,0
1981-04-01,"Calgary, Alberta",26.7
1981-04-01,"Calgary, Alberta",30.1
1981-04-01,"Calgary, Alberta",19.8
1981-04-01,"Edmonton, Alberta",36.1
1981-04-01,"Edmonton, Alberta",36.9
1981-04-01,"Edmonton, Alberta",32.9
1981-04-01,British Columbia,0
1981-04-01,British Columbia,0
1981-04-01,British Columbia,0
1981-04-01,"Kelowna, British Columbia",0
1981-04-01,"Kelowna, British Columbia",0
1981-04-01,"Kelowna, British Columbia",0
1981-04-01,"Vancouver, British Columbia",91.8
1981-04-01,"Vancouver, British Columbia",97.7
1981-04-01,"Vancouver, British Columbia",84.2
1981-04-01,"Victoria, British Columbia",130.8
1981-04-01,"Victoria, British Columbia",210.6
1981-04-01,"Victoria, British Columbia",50.9
1981-05-01,Canada,40.6
1981-05-01,Canada,38.9
1981-05-01,Canada,41.5
1981-05-01,Atlantic Region,0
1981-05-01,Atlantic Region,0
1981-05-01,Atlantic Region,0
1981-05-01,Newfoundland and Labrador,0
1981-05-01,Newfoundland and Labrador,0
1981-05-01,Newfoundland and Labrador,0
1981-05-01,"St. John's, Newfoundland and Labrador",36.4
1981-05-01,"St. John's, Newfoundland and Labrador",37.7
1981-05-01,"St. John's, Newfoundland and Labrador",31.9
1981-05-01,Prince Edward Island,0
1981-05-01,Prince Edward Island,0
1981-05-01,Prince Edward Island,0
1981-05-01,"Charlottetown, Prince Edward Island",0
1981-05-01,"Charlottetown, Prince Edward Island",0
1981-05-01,"Charlottetown, Prince Edward Island",0
1981-05-01,Nova Scotia,0
1981-05-01,Nova Scotia,0
1981-05-01,Nova Scotia,0
1981-05-01,"Halifax, Nova Scotia",0
1981-05-01,"Halifax, Nova Scotia",0
1981-05-01,"Halifax, Nova Scotia",32.5
1981-05-01,New Brunswick,0
1981-05-01,New Brunswick,0
1981-05-01,New Brunswick,0
1981-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",57.2
1981-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",63.3
1981-05-01,"Saint John, Fredericton, and Moncton, New Brunswick",38
1981-05-01,Quebec,0
1981-05-01,Quebec,0
1981-05-01,Quebec,0
1981-05-01,"Québec, Quebec",31.4
1981-05-01,"Québec, Quebec",36.1
1981-05-01,"Québec, Quebec",21.2
1981-05-01,"Sherbrooke, Quebec",0
1981-05-01,"Sherbrooke, Quebec",0
1981-05-01,"Sherbrooke, Quebec",0
1981-05-01,"Trois-Rivières, Quebec",0
1981-05-01,"Trois-Rivières, Quebec",0
1981-05-01,"Trois-Rivières, Quebec",0
1981-05-01,"Montréal, Quebec",29.7
1981-05-01,"Montréal, Quebec",31.1
1981-05-01,"Montréal, Quebec",21.3
1981-05-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-05-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-05-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1981-05-01,Ontario,0
1981-05-01,Ontario,0
1981-05-01,Ontario,0
1981-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",34.3
1981-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",32.7
1981-05-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",40.8
1981-05-01,"Oshawa, Ontario",0
1981-05-01,"Oshawa, Ontario",0
1981-05-01,"Oshawa, Ontario",0
1981-05-01,"Toronto, Ontario",32.3
1981-05-01,"Toronto, Ontario",27.7
1981-05-01,"Toronto, Ontario",40.1
1981-05-01,"Hamilton, Ontario",32.6
1981-05-01,"Hamilton, Ontario",26.4
1981-05-01,"Hamilton, Ontario",50.2
1981-05-01,"St. Catharines-Niagara, Ontario",31
1981-05-01,"St. Catharines-Niagara, Ontario",28.9
1981-05-01,"St. Catharines-Niagara, Ontario",35.6
1981-05-01,"Kitchener-Cambridge-Waterloo, Ontario",34.6
1981-05-01,"Kitchener-Cambridge-Waterloo, Ontario",31.1
1981-05-01,"Kitchener-Cambridge-Waterloo, Ontario",43.5
1981-05-01,"Guelph, Ontario",0
1981-05-01,"Guelph, Ontario",0
1981-05-01,"Guelph, Ontario",0
1981-05-01,"London, Ontario",33.3
1981-05-01,"London, Ontario",28.6
1981-05-01,"London, Ontario",51.6
1981-05-01,"Windsor, Ontario",60.6
1981-05-01,"Windsor, Ontario",63.9
1981-05-01,"Windsor, Ontario",47.5
1981-05-01,"Greater Sudbury, Ontario",56.9
1981-05-01,"Greater Sudbury, Ontario",57
1981-05-01,"Greater Sudbury, Ontario",53.7
1981-05-01,Prairie Region,0
1981-05-01,Prairie Region,0
1981-05-01,Prairie Region,0
1981-05-01,Manitoba,0
1981-05-01,Manitoba,0
1981-05-01,Manitoba,0
1981-05-01,"Winnipeg, Manitoba",27.9
1981-05-01,"Winnipeg, Manitoba",31.1
1981-05-01,"Winnipeg, Manitoba",18.9
1981-05-01,Saskatchewan,0
1981-05-01,Saskatchewan,0
1981-05-01,Saskatchewan,0
1981-05-01,"Regina, Saskatchewan",21.9
1981-05-01,"Regina, Saskatchewan",23.1
1981-05-01,"Regina, Saskatchewan",17.8
1981-05-01,"Saskatoon, Saskatchewan",34.8
1981-05-01,"Saskatoon, Saskatchewan",37.7
1981-05-01,"Saskatoon, Saskatchewan",27.6
1981-05-01,Alberta,0
1981-05-01,Alberta,0
1981-05-01,Alberta,0
1981-05-01,"Calgary, Alberta",26.7
1981-05-01,"Calgary, Alberta",30.1
1981-05-01,"Calgary, Alberta",19.8
1981-05-01,"Edmonton, Alberta",37.3
1981-05-01,"Edmonton, Alberta",38.2
1981-05-01,"Edmonton, Alberta",33.6
1981-05-01,British Columbia,0
1981-05-01,British Columbia,0
1981-05-01,British Columbia,0
1981-05-01,"Kelowna, British Columbia",0
1981-05-01,"Kelowna, British Columbia",0
1981-05-01,"Kelowna, British Columbia",0
1981-05-01,"Vancouver, British Columbia",91.8
1981-05-01,"Vancouver, British Columbia",97.7
1981-05-01,"Vancouver, British Columbia",84.2
1981-05-01,"Victoria, British Columbia",132.5
1981-05-01,"Victoria, British Columbia",212.4
1981-05-01,"Victoria, British Columbia",52.1
1981-06-01,Canada,40.8
1981-06-01,Canada,39.1
1981-06-01,Canada,41.6
1981-06-01,Atlantic Region,0
1981-06-01,Atlantic Region,0
1981-06-01,Atlantic Region,0
1981-06-01,Newfoundland and Labrador,0
1981-06-01,Newfoundland and Labrador,0
1981-06-01,Newfoundland and Labrador,0
1981-06-01,"St. John's, Newfoundland and Labrador",36.4
1981-06-01,"St. John's, Newfoundland and Labrador",37.7
1981-06-01,"St. John's, Newfoundland and Labrador",31.9
1981-06-01,Prince Edward Island,0
1981-06-01,Prince Edward Island,0
1981-06-01,Prince Edward Island,0
1981-06-01,"Charlottetown, Prince Edward Island",0
1981-06-01,"Charlottetown, Prince Edward Island",0
1981-06-01,"Charlottetown, Prince Edward Island",0
1981-06-01,Nova Scotia,0
1981-06-01,Nova Scotia,0
1981-06-01,Nova Scotia,0
1981-06-01,"Halifax, Nova Scotia",0
1981-06-01,"Halifax, Nova Scotia",0
1981-06-01,"Halifax, Nova Scotia",32.5
1981-06-01,New Brunswick,0
1981-06-01,New Brunswick,0
1981-06-01,New Brunswick,0
