REF_DATE,GEO,VALUE
1993-10-01,Ontario,78.1
1993-10-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",55.2
1993-10-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",51.2
1993-10-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.2
1993-10-01,"Oshawa, Ontario",0
1993-10-01,"Oshawa, Ontario",0
1993-10-01,"Oshawa, Ontario",0
1993-10-01,"Toronto, Ontario",50.3
1993-10-01,"Toronto, Ontario",39.8
1993-10-01,"Toronto, Ontario",77.6
1993-10-01,"Hamilton, Ontario",55.6
1993-10-01,"Hamilton, Ontario",47.6
1993-10-01,"Hamilton, Ontario",76.6
1993-10-01,"St. Catharines-Niagara, Ontario",54.2
1993-10-01,"St. Catharines-Niagara, Ontario",48.5
1993-10-01,"St. Catharines-Niagara, Ontario",71.1
1993-10-01,"Kitchener-Cambridge-Waterloo, Ontario",62.1
1993-10-01,"Kitchener-Cambridge-Waterloo, Ontario",54.3
1993-10-01,"Kitchener-Cambridge-Waterloo, Ontario",86
1993-10-01,"Guelph, Ontario",0
1993-10-01,"Guelph, Ontario",0
1993-10-01,"Guelph, Ontario",0
1993-10-01,"London, Ontario",62.3
1993-10-01,"London, Ontario",55.6
1993-10-01,"London, Ontario",92.7
1993-10-01,"Windsor, Ontario",86.3
1993-10-01,"Windsor, Ontario",88.1
1993-10-01,"Windsor, Ontario",82.3
1993-10-01,"Greater Sudbury, Ontario",85.9
1993-10-01,"Greater Sudbury, Ontario",88.1
1993-10-01,"Greater Sudbury, Ontario",78.8
1993-10-01,Prairie Region,37.9
1993-10-01,Prairie Region,38.4
1993-10-01,Prairie Region,37.8
1993-10-01,Manitoba,40
1993-10-01,Manitoba,42.7
1993-10-01,Manitoba,33.5
1993-10-01,"Winnipeg, Manitoba",40
1993-10-01,"Winnipeg, Manitoba",42.7
1993-10-01,"Winnipeg, Manitoba",33.5
1993-10-01,Saskatchewan,35.9
1993-10-01,Saskatchewan,36.2
1993-10-01,Saskatchewan,35.1
1993-10-01,"Regina, Saskatchewan",30.2
1993-10-01,"Regina, Saskatchewan",30
1993-10-01,"Regina, Saskatchewan",31.4
1993-10-01,"Saskatoon, Saskatchewan",41.1
1993-10-01,"Saskatoon, Saskatchewan",42.6
1993-10-01,"Saskatoon, Saskatchewan",37.6
1993-10-01,Alberta,38
1993-10-01,Alberta,38.2
1993-10-01,Alberta,38.4
1993-10-01,"Calgary, Alberta",33.2
1993-10-01,"Calgary, Alberta",33
1993-10-01,"Calgary, Alberta",34.6
1993-10-01,"Edmonton, Alberta",46.8
1993-10-01,"Edmonton, Alberta",47.9
1993-10-01,"Edmonton, Alberta",45.4
1993-10-01,British Columbia,97.9
1993-10-01,British Columbia,104.3
1993-10-01,British Columbia,91.2
1993-10-01,"Kelowna, British Columbia",0
1993-10-01,"Kelowna, British Columbia",0
1993-10-01,"Kelowna, British Columbia",0
1993-10-01,"Vancouver, British Columbia",96
1993-10-01,"Vancouver, British Columbia",100.2
1993-10-01,"Vancouver, British Columbia",94.4
1993-10-01,"Victoria, British Columbia",118.6
1993-10-01,"Victoria, British Columbia",156.5
1993-10-01,"Victoria, British Columbia",73.4
1993-11-01,Canada,57
1993-11-01,Canada,52.5
1993-11-01,Canada,67.7
1993-11-01,Atlantic Region,61
1993-11-01,Atlantic Region,62.3
1993-11-01,Atlantic Region,56.2
1993-11-01,Newfoundland and Labrador,49.9
1993-11-01,Newfoundland and Labrador,51.4
1993-11-01,Newfoundland and Labrador,45.9
1993-11-01,"St. John's, Newfoundland and Labrador",49.9
1993-11-01,"St. John's, Newfoundland and Labrador",51.4
1993-11-01,"St. John's, Newfoundland and Labrador",45.9
1993-11-01,Prince Edward Island,0
1993-11-01,Prince Edward Island,0
1993-11-01,Prince Edward Island,0
1993-11-01,"Charlottetown, Prince Edward Island",0
1993-11-01,"Charlottetown, Prince Edward Island",0
1993-11-01,"Charlottetown, Prince Edward Island",0
1993-11-01,Nova Scotia,58.7
1993-11-01,Nova Scotia,57.1
1993-11-01,Nova Scotia,63
1993-11-01,"Halifax, Nova Scotia",58.7
1993-11-01,"Halifax, Nova Scotia",57.1
1993-11-01,"Halifax, Nova Scotia",63
1993-11-01,New Brunswick,83.1
1993-11-01,New Brunswick,85
1993-11-01,New Brunswick,78.4
1993-11-01,"Saint John, Fredericton, and Moncton, New Brunswick",83.1
1993-11-01,"Saint John, Fredericton, and Moncton, New Brunswick",85
1993-11-01,"Saint John, Fredericton, and Moncton, New Brunswick",78.4
1993-11-01,Quebec,54.6
1993-11-01,Quebec,55.2
1993-11-01,Quebec,53.4
1993-11-01,"Québec, Quebec",56.4
1993-11-01,"Québec, Quebec",61.8
1993-11-01,"Québec, Quebec",46
1993-11-01,"Sherbrooke, Quebec",0
1993-11-01,"Sherbrooke, Quebec",0
1993-11-01,"Sherbrooke, Quebec",0
1993-11-01,"Trois-Rivières, Quebec",0
1993-11-01,"Trois-Rivières, Quebec",0
1993-11-01,"Trois-Rivières, Quebec",0
1993-11-01,"Montréal, Quebec",54.2
1993-11-01,"Montréal, Quebec",54
1993-11-01,"Montréal, Quebec",55.7
1993-11-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1993-11-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1993-11-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1993-11-01,Ontario,53.4
1993-11-01,Ontario,44.6
1993-11-01,Ontario,78
1993-11-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",55.1
1993-11-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",51.2
1993-11-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.2
1993-11-01,"Oshawa, Ontario",0
1993-11-01,"Oshawa, Ontario",0
1993-11-01,"Oshawa, Ontario",0
1993-11-01,"Toronto, Ontario",50.2
1993-11-01,"Toronto, Ontario",39.7
1993-11-01,"Toronto, Ontario",77.5
1993-11-01,"Hamilton, Ontario",55.4
1993-11-01,"Hamilton, Ontario",47.3
1993-11-01,"Hamilton, Ontario",76.6
1993-11-01,"St. Catharines-Niagara, Ontario",53.8
1993-11-01,"St. Catharines-Niagara, Ontario",47.9
1993-11-01,"St. Catharines-Niagara, Ontario",71.1
1993-11-01,"Kitchener-Cambridge-Waterloo, Ontario",61.9
1993-11-01,"Kitchener-Cambridge-Waterloo, Ontario",54.1
1993-11-01,"Kitchener-Cambridge-Waterloo, Ontario",86
1993-11-01,"Guelph, Ontario",0
1993-11-01,"Guelph, Ontario",0
1993-11-01,"Guelph, Ontario",0
1993-11-01,"London, Ontario",62.3
1993-11-01,"London, Ontario",55.6
1993-11-01,"London, Ontario",92.7
1993-11-01,"Windsor, Ontario",86.3
1993-11-01,"Windsor, Ontario",88.1
1993-11-01,"Windsor, Ontario",82.3
1993-11-01,"Greater Sudbury, Ontario",85.9
1993-11-01,"Greater Sudbury, Ontario",88.1
1993-11-01,"Greater Sudbury, Ontario",78.8
1993-11-01,Prairie Region,38
1993-11-01,Prairie Region,38.5
1993-11-01,Prairie Region,37.8
1993-11-01,Manitoba,40.3
1993-11-01,Manitoba,43.1
1993-11-01,Manitoba,33.5
1993-11-01,"Winnipeg, Manitoba",40.3
1993-11-01,"Winnipeg, Manitoba",43.1
1993-11-01,"Winnipeg, Manitoba",33.5
1993-11-01,Saskatchewan,36.1
1993-11-01,Saskatchewan,36.4
1993-11-01,Saskatchewan,35.2
1993-11-01,"Regina, Saskatchewan",30.5
1993-11-01,"Regina, Saskatchewan",30.3
1993-11-01,"Regina, Saskatchewan",31.5
1993-11-01,"Saskatoon, Saskatchewan",41.1
1993-11-01,"Saskatoon, Saskatchewan",42.6
1993-11-01,"Saskatoon, Saskatchewan",37.6
1993-11-01,Alberta,38
1993-11-01,Alberta,38.3
1993-11-01,Alberta,38.3
1993-11-01,"Calgary, Alberta",33.3
1993-11-01,"Calgary, Alberta",33.1
1993-11-01,"Calgary, Alberta",34.6
1993-11-01,"Edmonton, Alberta",46.8
1993-11-01,"Edmonton, Alberta",47.9
1993-11-01,"Edmonton, Alberta",45.2
1993-11-01,British Columbia,97.8
1993-11-01,British Columbia,104.1
1993-11-01,British Columbia,91.2
1993-11-01,"Kelowna, British Columbia",0
1993-11-01,"Kelowna, British Columbia",0
1993-11-01,"Kelowna, British Columbia",0
1993-11-01,"Vancouver, British Columbia",95.7
1993-11-01,"Vancouver, British Columbia",100
1993-11-01,"Vancouver, British Columbia",94.2
1993-11-01,"Victoria, British Columbia",119.3
1993-11-01,"Victoria, British Columbia",156.2
1993-11-01,"Victoria, British Columbia",75.3
1993-12-01,Canada,56.9
1993-12-01,Canada,52.4
1993-12-01,Canada,67.7
1993-12-01,Atlantic Region,61
1993-12-01,Atlantic Region,62.3
1993-12-01,Atlantic Region,56.2
1993-12-01,Newfoundland and Labrador,49.9
1993-12-01,Newfoundland and Labrador,51.4
1993-12-01,Newfoundland and Labrador,45.9
1993-12-01,"St. John's, Newfoundland and Labrador",49.9
1993-12-01,"St. John's, Newfoundland and Labrador",51.4
1993-12-01,"St. John's, Newfoundland and Labrador",45.9
1993-12-01,Prince Edward Island,0
1993-12-01,Prince Edward Island,0
1993-12-01,Prince Edward Island,0
1993-12-01,"Charlottetown, Prince Edward Island",0
1993-12-01,"Charlottetown, Prince Edward Island",0
1993-12-01,"Charlottetown, Prince Edward Island",0
1993-12-01,Nova Scotia,58.7
1993-12-01,Nova Scotia,57.1
1993-12-01,Nova Scotia,63
1993-12-01,"Halifax, Nova Scotia",58.7
1993-12-01,"Halifax, Nova Scotia",57.1
1993-12-01,"Halifax, Nova Scotia",63
1993-12-01,New Brunswick,83.1
1993-12-01,New Brunswick,85
1993-12-01,New Brunswick,78.4
1993-12-01,"Saint John, Fredericton, and Moncton, New Brunswick",83.1
1993-12-01,"Saint John, Fredericton, and Moncton, New Brunswick",85
1993-12-01,"Saint John, Fredericton, and Moncton, New Brunswick",78.4
1993-12-01,Quebec,54.6
1993-12-01,Quebec,55.2
1993-12-01,Quebec,53.4
1993-12-01,"Québec, Quebec",56.4
1993-12-01,"Québec, Quebec",61.8
1993-12-01,"Québec, Quebec",46
1993-12-01,"Sherbrooke, Quebec",0
1993-12-01,"Sherbrooke, Quebec",0
1993-12-01,"Sherbrooke, Quebec",0
1993-12-01,"Trois-Rivières, Quebec",0
1993-12-01,"Trois-Rivières, Quebec",0
1993-12-01,"Trois-Rivières, Quebec",0
1993-12-01,"Montréal, Quebec",54.2
1993-12-01,"Montréal, Quebec",54
1993-12-01,"Montréal, Quebec",55.7
1993-12-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1993-12-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1993-12-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1993-12-01,Ontario,53.4
1993-12-01,Ontario,44.6
1993-12-01,Ontario,77.9
1993-12-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",55.2
1993-12-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",51.2
1993-12-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.2
1993-12-01,"Oshawa, Ontario",0
1993-12-01,"Oshawa, Ontario",0
1993-12-01,"Oshawa, Ontario",0
1993-12-01,"Toronto, Ontario",50.2
1993-12-01,"Toronto, Ontario",39.7
1993-12-01,"Toronto, Ontario",77.5
1993-12-01,"Hamilton, Ontario",55.1
1993-12-01,"Hamilton, Ontario",47.1
1993-12-01,"Hamilton, Ontario",76.1
1993-12-01,"St. Catharines-Niagara, Ontario",53.7
1993-12-01,"St. Catharines-Niagara, Ontario",47.9
1993-12-01,"St. Catharines-Niagara, Ontario",71.1
1993-12-01,"Kitchener-Cambridge-Waterloo, Ontario",61.9
1993-12-01,"Kitchener-Cambridge-Waterloo, Ontario",54.2
1993-12-01,"Kitchener-Cambridge-Waterloo, Ontario",86
1993-12-01,"Guelph, Ontario",0
1993-12-01,"Guelph, Ontario",0
1993-12-01,"Guelph, Ontario",0
1993-12-01,"London, Ontario",62.5
1993-12-01,"London, Ontario",55.7
1993-12-01,"London, Ontario",92.7
1993-12-01,"Windsor, Ontario",86.3
1993-12-01,"Windsor, Ontario",88.1
1993-12-01,"Windsor, Ontario",82.3
1993-12-01,"Greater Sudbury, Ontario",85.9
1993-12-01,"Greater Sudbury, Ontario",88.1
1993-12-01,"Greater Sudbury, Ontario",78.8
1993-12-01,Prairie Region,38.2
1993-12-01,Prairie Region,38.7
1993-12-01,Prairie Region,37.9
1993-12-01,Manitoba,40.4
1993-12-01,Manitoba,43.1
1993-12-01,Manitoba,33.5
1993-12-01,"Winnipeg, Manitoba",40.4
1993-12-01,"Winnipeg, Manitoba",43.1
1993-12-01,"Winnipeg, Manitoba",33.5
1993-12-01,Saskatchewan,36.3
1993-12-01,Saskatchewan,36.6
1993-12-01,Saskatchewan,35.4
1993-12-01,"Regina, Saskatchewan",30.6
1993-12-01,"Regina, Saskatchewan",30.4
1993-12-01,"Regina, Saskatchewan",31.5
1993-12-01,"Saskatoon, Saskatchewan",41.6
1993-12-01,"Saskatoon, Saskatchewan",43.1
1993-12-01,"Saskatoon, Saskatchewan",38
1993-12-01,Alberta,38.3
1993-12-01,Alberta,38.5
1993-12-01,Alberta,38.5
1993-12-01,"Calgary, Alberta",33.5
1993-12-01,"Calgary, Alberta",33.3
1993-12-01,"Calgary, Alberta",34.8
1993-12-01,"Edmonton, Alberta",46.8
1993-12-01,"Edmonton, Alberta",48
1993-12-01,"Edmonton, Alberta",45
1993-12-01,British Columbia,97.2
1993-12-01,British Columbia,103
1993-12-01,British Columbia,91.2
1993-12-01,"Kelowna, British Columbia",0
1993-12-01,"Kelowna, British Columbia",0
1993-12-01,"Kelowna, British Columbia",0
1993-12-01,"Vancouver, British Columbia",95.2
1993-12-01,"Vancouver, British Columbia",98.9
1993-12-01,"Vancouver, British Columbia",94.1
1993-12-01,"Victoria, British Columbia",118.7
1993-12-01,"Victoria, British Columbia",155.2
1993-12-01,"Victoria, British Columbia",75.3
1994-01-01,Canada,57
1994-01-01,Canada,52.4
1994-01-01,Canada,67.8
1994-01-01,Atlantic Region,60.9
1994-01-01,Atlantic Region,62.3
1994-01-01,Atlantic Region,56.1
1994-01-01,Newfoundland and Labrador,49.8
1994-01-01,Newfoundland and Labrador,51.4
1994-01-01,Newfoundland and Labrador,45.6
1994-01-01,"St. John's, Newfoundland and Labrador",49.8
1994-01-01,"St. John's, Newfoundland and Labrador",51.4
1994-01-01,"St. John's, Newfoundland and Labrador",45.6
1994-01-01,Prince Edward Island,0
1994-01-01,Prince Edward Island,0
1994-01-01,Prince Edward Island,0
1994-01-01,"Charlottetown, Prince Edward Island",0
1994-01-01,"Charlottetown, Prince Edward Island",0
1994-01-01,"Charlottetown, Prince Edward Island",0
1994-01-01,Nova Scotia,58.7
1994-01-01,Nova Scotia,57.1
1994-01-01,Nova Scotia,63
1994-01-01,"Halifax, Nova Scotia",58.7
1994-01-01,"Halifax, Nova Scotia",57.1
1994-01-01,"Halifax, Nova Scotia",63
1994-01-01,New Brunswick,82.9
1994-01-01,New Brunswick,84.7
1994-01-01,New Brunswick,78.1
1994-01-01,"Saint John, Fredericton, and Moncton, New Brunswick",82.9
1994-01-01,"Saint John, Fredericton, and Moncton, New Brunswick",84.7
1994-01-01,"Saint John, Fredericton, and Moncton, New Brunswick",78.1
1994-01-01,Quebec,54.5
1994-01-01,Quebec,55
1994-01-01,Quebec,53.5
1994-01-01,"Québec, Quebec",56.4
1994-01-01,"Québec, Quebec",61.8
1994-01-01,"Québec, Quebec",46
1994-01-01,"Sherbrooke, Quebec",0
1994-01-01,"Sherbrooke, Quebec",0
1994-01-01,"Sherbrooke, Quebec",0
1994-01-01,"Trois-Rivières, Quebec",0
1994-01-01,"Trois-Rivières, Quebec",0
1994-01-01,"Trois-Rivières, Quebec",0
1994-01-01,"Montréal, Quebec",54
1994-01-01,"Montréal, Quebec",53.7
1994-01-01,"Montréal, Quebec",55.8
1994-01-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1994-01-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1994-01-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1994-01-01,Ontario,53.3
1994-01-01,Ontario,44.5
1994-01-01,Ontario,77.9
1994-01-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",55.2
1994-01-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",51.3
1994-01-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.2
1994-01-01,"Oshawa, Ontario",0
1994-01-01,"Oshawa, Ontario",0
1994-01-01,"Oshawa, Ontario",0
1994-01-01,"Toronto, Ontario",50.1
1994-01-01,"Toronto, Ontario",39.7
1994-01-01,"Toronto, Ontario",77.4
1994-01-01,"Hamilton, Ontario",55.1
1994-01-01,"Hamilton, Ontario",47.1
1994-01-01,"Hamilton, Ontario",76.1
1994-01-01,"St. Catharines-Niagara, Ontario",53.7
1994-01-01,"St. Catharines-Niagara, Ontario",48
1994-01-01,"St. Catharines-Niagara, Ontario",70.9
1994-01-01,"Kitchener-Cambridge-Waterloo, Ontario",61.3
1994-01-01,"Kitchener-Cambridge-Waterloo, Ontario",53.3
1994-01-01,"Kitchener-Cambridge-Waterloo, Ontario",86
1994-01-01,"Guelph, Ontario",0
1994-01-01,"Guelph, Ontario",0
1994-01-01,"Guelph, Ontario",0
1994-01-01,"London, Ontario",62.5
1994-01-01,"London, Ontario",55.7
1994-01-01,"London, Ontario",92.7
1994-01-01,"Windsor, Ontario",86.3
1994-01-01,"Windsor, Ontario",88.1
1994-01-01,"Windsor, Ontario",82.3
1994-01-01,"Greater Sudbury, Ontario",85.4
1994-01-01,"Greater Sudbury, Ontario",87.2
1994-01-01,"Greater Sudbury, Ontario",78.8
1994-01-01,Prairie Region,38.5
1994-01-01,Prairie Region,39.1
1994-01-01,Prairie Region,38
1994-01-01,Manitoba,40.7
1994-01-01,Manitoba,43.6
1994-01-01,Manitoba,33.5
1994-01-01,"Winnipeg, Manitoba",40.7
1994-01-01,"Winnipeg, Manitoba",43.6
1994-01-01,"Winnipeg, Manitoba",33.5
1994-01-01,Saskatchewan,36.6
1994-01-01,Saskatchewan,37
1994-01-01,Saskatchewan,35.4
1994-01-01,"Regina, Saskatchewan",31
1994-01-01,"Regina, Saskatchewan",31
1994-01-01,"Regina, Saskatchewan",31.5
1994-01-01,"Saskatoon, Saskatchewan",41.6
1994-01-01,"Saskatoon, Saskatchewan",43.1
1994-01-01,"Saskatoon, Saskatchewan",38
1994-01-01,Alberta,38.6
1994-01-01,Alberta,38.9
1994-01-01,Alberta,38.7
1994-01-01,"Calgary, Alberta",33.8
1994-01-01,"Calgary, Alberta",33.7
1994-01-01,"Calgary, Alberta",34.9
1994-01-01,"Edmonton, Alberta",47.3
1994-01-01,"Edmonton, Alberta",48.6
1994-01-01,"Edmonton, Alberta",45.5
1994-01-01,British Columbia,97.1
1994-01-01,British Columbia,102.9
1994-01-01,British Columbia,91.2
1994-01-01,"Kelowna, British Columbia",0
1994-01-01,"Kelowna, British Columbia",0
1994-01-01,"Kelowna, British Columbia",0
1994-01-01,"Vancouver, British Columbia",95
1994-01-01,"Vancouver, British Columbia",98.7
1994-01-01,"Vancouver, British Columbia",94.1
1994-01-01,"Victoria, British Columbia",119.3
1994-01-01,"Victoria, British Columbia",155.5
1994-01-01,"Victoria, British Columbia",76.1
1994-02-01,Canada,56.9
1994-02-01,Canada,52.4
1994-02-01,Canada,67.6
1994-02-01,Atlantic Region,60.9
1994-02-01,Atlantic Region,62.3
1994-02-01,Atlantic Region,56.1
1994-02-01,Newfoundland and Labrador,49.8
1994-02-01,Newfoundland and Labrador,51.4
1994-02-01,Newfoundland and Labrador,45.6
1994-02-01,"St. John's, Newfoundland and Labrador",49.8
1994-02-01,"St. John's, Newfoundland and Labrador",51.4
1994-02-01,"St. John's, Newfoundland and Labrador",45.6
1994-02-01,Prince Edward Island,0
1994-02-01,Prince Edward Island,0
1994-02-01,Prince Edward Island,0
1994-02-01,"Charlottetown, Prince Edward Island",0
1994-02-01,"Charlottetown, Prince Edward Island",0
1994-02-01,"Charlottetown, Prince Edward Island",0
1994-02-01,Nova Scotia,58.7
1994-02-01,Nova Scotia,57.1
1994-02-01,Nova Scotia,63
1994-02-01,"Halifax, Nova Scotia",58.7
1994-02-01,"Halifax, Nova Scotia",57.1
1994-02-01,"Halifax, Nova Scotia",63
1994-02-01,New Brunswick,82.9
1994-02-01,New Brunswick,84.7
1994-02-01,New Brunswick,78.1
1994-02-01,"Saint John, Fredericton, and Moncton, New Brunswick",82.9
1994-02-01,"Saint John, Fredericton, and Moncton, New Brunswick",84.7
1994-02-01,"Saint John, Fredericton, and Moncton, New Brunswick",78.1
1994-02-01,Quebec,54.4
1994-02-01,Quebec,54.9
1994-02-01,Quebec,53.4
1994-02-01,"Québec, Quebec",56
1994-02-01,"Québec, Quebec",61.3
1994-02-01,"Québec, Quebec",46
1994-02-01,"Sherbrooke, Quebec",0
1994-02-01,"Sherbrooke, Quebec",0
1994-02-01,"Sherbrooke, Quebec",0
1994-02-01,"Trois-Rivières, Quebec",0
1994-02-01,"Trois-Rivières, Quebec",0
1994-02-01,"Trois-Rivières, Quebec",0
1994-02-01,"Montréal, Quebec",54
1994-02-01,"Montréal, Quebec",53.7
1994-02-01,"Montréal, Quebec",55.7
1994-02-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1994-02-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1994-02-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1994-02-01,Ontario,53.1
1994-02-01,Ontario,44.4
1994-02-01,Ontario,77.8
1994-02-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",55.1
1994-02-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",51.2
1994-02-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.2
1994-02-01,"Oshawa, Ontario",0
1994-02-01,"Oshawa, Ontario",0
1994-02-01,"Oshawa, Ontario",0
1994-02-01,"Toronto, Ontario",50
1994-02-01,"Toronto, Ontario",39.5
1994-02-01,"Toronto, Ontario",77.6
1994-02-01,"Hamilton, Ontario",54.9
1994-02-01,"Hamilton, Ontario",46.8
1994-02-01,"Hamilton, Ontario",76.1
1994-02-01,"St. Catharines-Niagara, Ontario",53.2
1994-02-01,"St. Catharines-Niagara, Ontario",47.7
1994-02-01,"St. Catharines-Niagara, Ontario",69.6
1994-02-01,"Kitchener-Cambridge-Waterloo, Ontario",60.1
1994-02-01,"Kitchener-Cambridge-Waterloo, Ontario",53
1994-02-01,"Kitchener-Cambridge-Waterloo, Ontario",82.4
1994-02-01,"Guelph, Ontario",0
1994-02-01,"Guelph, Ontario",0
1994-02-01,"Guelph, Ontario",0
1994-02-01,"London, Ontario",62.3
1994-02-01,"London, Ontario",55.6
1994-02-01,"London, Ontario",92.6
1994-02-01,"Windsor, Ontario",86.3
1994-02-01,"Windsor, Ontario",88.1
1994-02-01,"Windsor, Ontario",82.3
1994-02-01,"Greater Sudbury, Ontario",85.6
1994-02-01,"Greater Sudbury, Ontario",87.6
1994-02-01,"Greater Sudbury, Ontario",78.8
1994-02-01,Prairie Region,38.6
1994-02-01,Prairie Region,39.2
1994-02-01,Prairie Region,38
1994-02-01,Manitoba,40.9
1994-02-01,Manitoba,43.8
1994-02-01,Manitoba,33.5
1994-02-01,"Winnipeg, Manitoba",40.9
1994-02-01,"Winnipeg, Manitoba",43.8
1994-02-01,"Winnipeg, Manitoba",33.5
1994-02-01,Saskatchewan,36.6
1994-02-01,Saskatchewan,37.1
1994-02-01,Saskatchewan,35.4
1994-02-01,"Regina, Saskatchewan",31
1994-02-01,"Regina, Saskatchewan",31
1994-02-01,"Regina, Saskatchewan",31.5
1994-02-01,"Saskatoon, Saskatchewan",41.6
1994-02-01,"Saskatoon, Saskatchewan",43.1
1994-02-01,"Saskatoon, Saskatchewan",38
1994-02-01,Alberta,38.6
1994-02-01,Alberta,39
1994-02-01,Alberta,38.7
1994-02-01,"Calgary, Alberta",33.8
1994-02-01,"Calgary, Alberta",33.7
1994-02-01,"Calgary, Alberta",34.9
1994-02-01,"Edmonton, Alberta",47.3
1994-02-01,"Edmonton, Alberta",48.6
1994-02-01,"Edmonton, Alberta",45.5
1994-02-01,British Columbia,97.1
1994-02-01,British Columbia,103.2
1994-02-01,British Columbia,90.9
1994-02-01,"Kelowna, British Columbia",0
1994-02-01,"Kelowna, British Columbia",0
1994-02-01,"Kelowna, British Columbia",0
1994-02-01,"Vancouver, British Columbia",94.9
1994-02-01,"Vancouver, British Columbia",99
1994-02-01,"Vancouver, British Columbia",93.8
1994-02-01,"Victoria, British Columbia",119.8
1994-02-01,"Victoria, British Columbia",156.7
1994-02-01,"Victoria, British Columbia",76.1
1994-03-01,Canada,56.9
1994-03-01,Canada,52.3
1994-03-01,Canada,67.7
1994-03-01,Atlantic Region,60.9
1994-03-01,Atlantic Region,62.1
1994-03-01,Atlantic Region,56
1994-03-01,Newfoundland and Labrador,49.6
1994-03-01,Newfoundland and Labrador,51.1
1994-03-01,Newfoundland and Labrador,45.4
1994-03-01,"St. John's, Newfoundland and Labrador",49.6
1994-03-01,"St. John's, Newfoundland and Labrador",51.1
1994-03-01,"St. John's, Newfoundland and Labrador",45.4
1994-03-01,Prince Edward Island,0
1994-03-01,Prince Edward Island,0
1994-03-01,Prince Edward Island,0
1994-03-01,"Charlottetown, Prince Edward Island",0
1994-03-01,"Charlottetown, Prince Edward Island",0
1994-03-01,"Charlottetown, Prince Edward Island",0
1994-03-01,Nova Scotia,58.7
1994-03-01,Nova Scotia,57.1
1994-03-01,Nova Scotia,63
1994-03-01,"Halifax, Nova Scotia",58.7
1994-03-01,"Halifax, Nova Scotia",57.1
1994-03-01,"Halifax, Nova Scotia",63
1994-03-01,New Brunswick,82.9
1994-03-01,New Brunswick,84.7
1994-03-01,New Brunswick,78.1
1994-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",82.9
1994-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",84.7
1994-03-01,"Saint John, Fredericton, and Moncton, New Brunswick",78.1
1994-03-01,Quebec,54.4
1994-03-01,Quebec,54.9
1994-03-01,Quebec,53.7
1994-03-01,"Québec, Quebec",55.9
1994-03-01,"Québec, Quebec",61
1994-03-01,"Québec, Quebec",46
1994-03-01,"Sherbrooke, Quebec",0
1994-03-01,"Sherbrooke, Quebec",0
1994-03-01,"Sherbrooke, Quebec",0
1994-03-01,"Trois-Rivières, Quebec",0
1994-03-01,"Trois-Rivières, Quebec",0
1994-03-01,"Trois-Rivières, Quebec",0
1994-03-01,"Montréal, Quebec",54.2
1994-03-01,"Montréal, Quebec",53.8
1994-03-01,"Montréal, Quebec",56
1994-03-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1994-03-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1994-03-01,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",0
1994-03-01,Ontario,53.2
1994-03-01,Ontario,44.4
1994-03-01,Ontario,77.7
1994-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",55
1994-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",51
1994-03-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.2
1994-03-01,"Oshawa, Ontario",0
1994-03-01,"Oshawa, Ontario",0
1994-03-01,"Oshawa, Ontario",0
1994-03-01,"Toronto, Ontario",50.1
1994-03-01,"Toronto, Ontario",39.5
1994-03-01,"Toronto, Ontario",77.4
1994-03-01,"Hamilton, Ontario",55.2
